class,comment,date,difficultyRatingRounded,qualityRating,thumbsDownTotal,thumbsUpTotal,professor,department,avgRating
PHIL111,There are very few grades. Even the participation excercises are tough. Do not reccommend this teacher.,2011-05-06 03:07:09 +0000 UTC,5,3,0,0,Christopher Yeomans,Philosophy,2.8
PHIL111,"Professor is very knowledgeable on the subject but talks much too fast and with a lack of notes to help keep up it is very difficult to understand material. Daily quizzes are given to help keep attendance. Books are incomprehensible. This class is much too difficult as a &quot;beginners ethics&quot;, do not take unless you have prior knowledge.",2011-05-06 00:28:52 +0000 UTC,5,3,1,0,Christopher Yeomans,Philosophy,2.8
PHIL111H,This class was probably my most demanding class. Like the other review said he did teach the course at almost a graduate level so it was sometimes hard to follow him in lecture. The readings can be complicated at times.,2011-04-25 10:15:55 +0000 UTC,4,4,0,0,Christopher Yeomans,Philosophy,2.8
PHIL111,Grading makes it almost impossible to do well. If you do bad on one exam there is no making it up. TA's don't know what they are talking about either.,2011-03-31 10:49:02 +0000 UTC,5,4,0,0,Christopher Yeomans,Philosophy,2.8
PHIL111H,Yeomans teaches this class like a graduate level instead of 100-level.  The material seems comphrehensible until we receive our grades and realize that we must have done something wrong.  This class is not worth taking whatsoever.  It's only going to hurt your GPA... and that's not worth it for an honors class.,2011-03-06 22:15:19 +0000 UTC,5,1,1,0,Christopher Yeomans,Philosophy,2.8
ECE20002,He kinda just reads off his slides for lecture (and not very clearly). would not recommend being in his 7:30 AM lecture... you should be alert enough to pay decently close attention if you're in his class. ,2026-06-28 02:51:55 +0000 UTC,3,2,0,0,Byunghoo Jung,Electrical Engineering,3.3
ECE20002,"The problem with this class isnt the professor, its the way its designed. its a trap induced to fail students. i dont blame jung for making this class hard but his attitude towards us at the end was horrible. he didnt respond to emails when we asked for our grades/grade boundaries (finals) and i still dont know my final exam score so thats that",2025-05-21 12:50:37 +0000 UTC,5,2,0,0,Byunghoo Jung,Electrical Engineering,3.3
ECE20002,"Prof. Jung's lectures were engaging and he explained the most conceptually difficult parts of 2k2 well. His dad jokes were some of the best moments of an otherwise tough class. The exams this semester were brutal, but not written by him, and he did his best to prepare us for them. ",2025-05-10 03:32:19 +0000 UTC,5,5,0,0,Byunghoo Jung,Electrical Engineering,3.3
ECE595000,"Professor Jung's lectures were incredibly hard to follow and were not very well organized in terms of content. The textbook for the class was way more helpful his lectures. No homeworks in the class, just 2 exams and 2 design project submissions. All learning happened by reading textbook, searching for things online, or talking with classmates. ",2023-12-07 14:42:56 +0000 UTC,3,2,0,0,Byunghoo Jung,Electrical Engineering,3.3
ECE201,Byunghoo is the best professor to take ECE 2k2 with. His lectures are great and he makes sure to keep students engaged with jokes during the lecture. His exams are managable and he provides lots of great hints during lecture about what he might test on. ,2022-05-17 21:54:37 +0000 UTC,4,4,0,0,Byunghoo Jung,Electrical Engineering,3.3
ECE201,"This is actually rating for ECE20002. Lectures more complicated than needs to be, much material not covered on HW & exam; can also move fast at times and was still behind schedule. HW more complex than what was on exam, but TAs will help. Exams were mostly fair, but little in class practice or review. Overall, ok; just review material periodically.",2022-05-10 01:52:47 +0000 UTC,3,3,0,0,Byunghoo Jung,Electrical Engineering,3.3
ECE201,ECE 201 is a hard course but Jung makes the best of it. He puts a lot of work into his lectures and tries to ensure that students understand the concepts. Homeworks are useless for exam practice (much more time-intensive than actual exam problems). Focus on doing past exams and you will do well.,2019-04-28 14:48:32 +0000 UTC,5,4,0,0,Byunghoo Jung,Electrical Engineering,3.3
ECE201,"Kinda a thick accent. Course in itself is really difficult, and he does an okay job of explaining such things.",2017-09-25 23:24:43 +0000 UTC,4,3,0,0,Byunghoo Jung,Electrical Engineering,3.3
ECE201,"This is a tough class, but Jung is a great professor to learn from. He does a great job explaining things in simple terms and emphasizing key concepts. Go to class because the book is extremely unorganized and poorly written garbage.",2015-06-06 12:41:32 +0000 UTC,4,4,0,0,Byunghoo Jung,Electrical Engineering,3.3
CS159,"All my respect to the professor. She is very caring, explains concepts clearly, very sharp, gets straight to the point when answering questions.",2026-06-27 02:56:27 +0000 UTC,1,5,0,0,Ning Zhou,Computer Science,3.2
CS159,"The material is common sense and definitely isn't at a university level. The lectures are very unhelpful, but attendance is graded.",2026-06-01 10:42:49 +0000 UTC,1,2,0,0,Ning Zhou,Computer Science,3.2
CS159,"This class was very difficult for someone with no prior coding experience. Additionally, I struggled to understand Professor Zhou's accent and wasn't always familiar with the programming terms she used to explain concepts. The exams for this course are designed to trick you, and it's important to get as many points as you can from homework and lab.",2026-05-23 21:41:12 +0000 UTC,4,2,0,0,Ning Zhou,Computer Science,3.2
CS159,"Zhou has a pretty strong accent and that can make her pretty difficult to understand. But I will say that she explains the content to the best of her ability and geniunely does alright, she seems to be truly considerate of her students' success. The course introduces new concepts very slowly, which also definetly helps. ",2026-05-09 07:01:10 +0000 UTC,4,4,0,0,Ning Zhou,Computer Science,3.2
CS159,Ms. Zhou is a great lecturer and really helped me understand concepts thoroughly. She's also very kind and approachable. Don't be afraid to meet her in office hours if you have questions. ,2026-05-07 02:05:15 +0000 UTC,3,5,0,0,Ning Zhou,Computer Science,3.2
CS159,"Ms. Zhou is an excellent lecturer who explains concepts very clearly. She is also extremely approachable and very kind. I regret not utilizing her office hours more, as her willingness to help and patience in explaining were outstanding. The exams in the class are pretty difficult, but if you do practices you should be ready. ",2026-05-07 02:01:50 +0000 UTC,3,5,0,0,Ning Zhou,Computer Science,3.2
CS159,"She's a nice person, but she can be difficult to understand a lot. ",2026-04-17 02:38:22 +0000 UTC,4,2,0,0,Ning Zhou,Computer Science,3.2
CS159,"The accent for non-Chinese speakers takes time to adjust but the content delivered is clear. Her pacing during lectures is good and reserves time to answer many questions asked by students. Professor Zhou is all business, no play, so the lectures will require high concentration. She also cares about her students and hopes they succeed. ",2026-02-22 04:48:46 +0000 UTC,2,4,0,0,Ning Zhou,Computer Science,3.2
CS159,It was a good class. She's nice and uses coding demos and quizzes to explain the material,2026-01-18 15:47:36 +0000 UTC,3,3,0,0,Ning Zhou,Computer Science,3.2
CS159,Her lectures are very dry and boring but she seems to genuinely care about the class doing good. This class is pretty easy if you have prior programming experience so lecture isn't that important,2026-01-12 15:42:01 +0000 UTC,2,3,0,0,Ning Zhou,Computer Science,3.2
CS159,"I liked Professor Zhou's lectures. This is an entry-level class, but the labs and exams can be somewhat challenging. She is flexible and willing to work with students when help is needed. Overall, I had a good experience in this class.",2025-12-29 13:17:37 +0000 UTC,4,5,1,0,Ning Zhou,Computer Science,3.2
CS159,"Professor Zhou genuinely cares about her students and puts a lot of effort into teaching. CS159 is hard, but she explains concepts clearly and makes it easier to understand. Office hours are very helpful, and the lecture quizzes after each topic really help reinforce the material",2025-12-29 13:05:30 +0000 UTC,1,5,0,0,Ning Zhou,Computer Science,3.2
CS159,Lectures are dry. The packet's practice tests are essential for the grade. Don't buy the textbook; it's rarely used. Rigid classroom: assigned seating and no talking. Communication via email and in-class questions is difficult. Quizzes run long. Coordinate with your Lab TA for help.,2025-12-28 21:43:02 +0000 UTC,4,1,0,0,Ning Zhou,Computer Science,3.2
CS159,"Her lectures are not helpful. Long lecture quizzes (20&#8211;30 minutes) leave little time to learn new concepts. She doesn't explain code clearly and often can't answer questions due to the next class. Learning relies on TAs and self-study. The workload is manageable, but if you want to learn during lectures, I don't recommend taking her.",2025-12-23 09:09:47 +0000 UTC,3,1,0,0,Ning Zhou,Computer Science,3.2
ME300,Ended my college career with Naik. He is a really great professor who got me really passionate about thermofluids when I had him for ME 200 in sophomore year. I owe a lot to this guy.,2026-06-26 05:27:25 +0000 UTC,2,5,0,0,Sameer Naik,Engineering,4.9
ME200,"Naik made a 7:30 AM Thermodynamics class become my favorite course of the semester. He's super passionate about his work, and if you show up to lectures and do the homeworks properly, you WILL get a good grade as long as you put in the effort. Absolute thermo GOAT.",2026-05-30 22:05:17 +0000 UTC,2,5,0,0,Sameer Naik,Engineering,4.9
ME200,"I'll be honest, I was not in Naik's section. I attended his lectures anyway because his lectures were miles above any other professor's. His handouts made a daunting class enjoyable and interesting. Professor Naik is a rare case of a professor that excels in teaching and clearly isn't just here to pursue his research.",2026-05-11 18:51:28 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,"Professor Naik is able to take very complex ideas, thoughts, and concepts, and is able to bring them to a very straight forward lecture that I had not experienced in many other courses. The early lectures are beyond worthwhile to ensure thorough understanding of the content.",2026-05-11 15:31:57 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,Probably the best professor I've ever had. Absolutely incredible at what he teaches and truly made me enjoy the subject. If only he taught all of my classes. ,2026-05-09 22:33:53 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME300,"The goat. amazing teacher, makes topics seem easy. Super fair exams as well, and great review videos before each one. ",2026-05-07 03:09:13 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,"Naik is the best professor I've had at Purdue. His lectures are thorough, and I can tell he cares about his students and what we're learning. He does examples in class, and is clear about the application and approach of thermo. He posts his lectures online, there are no worries about missing class. Although, you should totally go to his lectures.",2026-04-28 15:57:48 +0000 UTC,2,5,0,0,Sameer Naik,Engineering,4.9
ME200,His lectures are amazing. Also offers recordings if you miss his lectures or decide not to go. Best professor I've had at Purdue. Genuinely cares about his students.,2025-12-23 00:35:25 +0000 UTC,2,5,0,0,Sameer Naik,Engineering,4.9
ME200,Phenomenal teacher. You want him as your professor for sure.,2025-12-11 18:56:27 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,"Dr. Naik made me love thermodynamics, so much so that it became my favorite class. His lecture videos are extremely insightful, clear, and helpful. He is extremely caring and respectful during his office hours as well. He really just wants to see his students succeed. Overall, if you have the chance, and are in ME200, taking Naik is a necessity.",2025-10-17 17:19:07 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,Thermo was very manageable thanks to Prof. Naik. He teaches concepts very effectively and pragmatically that you begin to realize the course just completely revolves around the 3 basic equations and thermo property tables. ,2025-10-16 00:57:59 +0000 UTC,2,5,0,0,Sameer Naik,Engineering,4.9
ME200,"I took ME 200 over the summer with Naik after failing it during the year with a different professor. I was dreading taking it again, but I ended up actually enjoying it. The course was well organized, the instructions and grading criteria were laid out clearly, and the lectures were great (though I did watch them on 1.25 speed). Highly recommend.",2025-08-29 17:03:16 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,I recommend going to his class even if you're not in his section. ,2025-08-29 15:55:08 +0000 UTC,2,5,0,1,Sameer Naik,Engineering,4.9
ME200,"Naik is one of the best professors I've had at Purdue. After struggling a lot early on in ME200, I decided to go to his office hours and he helped me turn things around. Now I owe it to him for his lectures are excellent, and he truly cares about student success. He may seem intimidating at first, but he's a genuine and supportive professor.",2025-05-17 05:55:43 +0000 UTC,4,5,0,0,Sameer Naik,Engineering,4.9
ME200,Great lecturer that makes the content easy to understand. Gives help on homework and exam review. Holds extra office hours close to exams and genuinely cares. If you want to learn and do well his section is the one to be. ,2025-05-12 21:29:44 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,Professor Naik is an excellent lecturer who makes thermodynamics much more digestible. Use Unstuck study and the free textbook for great study prep - his hints on exams are super helpful too.,2025-02-14 03:38:31 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,"The best professor I've had at Purdue by far. Teaches in a way that is very easy to understand, provides a lot of extra materials to help students succeed, and is definitely worth waking up to attend his lectures. 100% recommend.",2024-12-18 22:34:38 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,"Amazing teacher. The class is still difficult, but he sets you up for success with the lectures and homework. If you redo the homework problems before the test, you will have a good chance of succeeding in the class. He also provides hints for the homework which make them a lot easier to solve on a first work through.",2024-12-14 22:53:36 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,great,2024-07-17 03:08:26 +0000 UTC,2,5,0,0,Sameer Naik,Engineering,4.9
ME200,Probably one of the best professors at Purdue.,2024-05-11 15:14:09 +0000 UTC,1,5,0,0,Sameer Naik,Engineering,4.9
ME200,"Professor Naik is a special professor. He goes above and beyond to make sure everyone can understand the content. He will STRONGLY HINT what questions/topics will be on the exam, and helps with every homework with hints. Thermo is not an easy class, but his teaching and personality will make me remember this class in a positive light.",2024-04-26 17:24:06 +0000 UTC,2,5,0,0,Sameer Naik,Engineering,4.9
ME300,Naik might be the best professor in Purdue mechanical engineering. His effort to organize the course effectively through great homework hints and printing out notes for all students is completely unmatched by any other course or professor. Naik provides all the materials you need to succeed and goes above and beyond expectations.,2024-04-24 18:30:34 +0000 UTC,2,5,0,1,Sameer Naik,Engineering,4.9
ME200,Pretty Good,2024-04-24 18:13:54 +0000 UTC,2,5,0,0,Sameer Naik,Engineering,4.9
ME200,"Excellent Lecturer, made the topic really clear and easy to follow.",2024-04-19 02:38:15 +0000 UTC,3,5,0,0,Sameer Naik,Engineering,4.9
ME200,"Not in Naik's section but attending his lectures and office hours. Purdue/ME is lucky to have instructors like him who put heart into their teaching. He simply said ""Good start - let's see how you do in the next one; hope you will continue"" about the high average. Don't throw shade at an amazing instructor. He isn't rude at all. Mad props to Naik!",2024-03-01 23:25:00 +0000 UTC,4,5,0,1,Sameer Naik,Engineering,4.9
COM114,"I really liked her class she made it really easy to have discussions as a class and open up to classmates, strict grader through have to put in good effort for an A",2026-06-26 14:57:45 +0000 UTC,3,5,0,0,Michelle Albitz,English,3.9
COM114,"Pretty good overall, I have no complaints. I do think the grading is slightly harder than it should be for a COM class but she's good at what she does. An A is still easily achievable for the most part. ",2026-04-16 22:41:24 +0000 UTC,2,5,0,0,Michelle Albitz,English,3.9
COM114,"prof albitz is an understanding person, she is silly and easy to talk to. her classroom has an open and lighthearted vibe. she is more of a tough grader and i would say you definitely need to put in effort to get a good grade on your speeches, but the rubric is pretty clear.",2026-01-06 06:40:01 +0000 UTC,3,4,0,0,Michelle Albitz,English,3.9
COM114,"My opinion of Professor Albitz changed a ton throughout the semester. While she might be on the harder end of grading speeches, getting a good grade in her course is still very achievable. I found she genuinely cares about her students, and even though the course itself is a little flawed, I would still definitely recommend her section! ",2025-12-12 20:49:45 +0000 UTC,3,5,0,0,Michelle Albitz,English,3.9
COM114,"Albitz is a great person, always bringing energy and good vibes to class. In terms of grading, I always felt it was very fair. There were clear rubrics, and I understood why points were lost on speeches. Also, she is very accessible if you have a question on a speech, project, or homework. ",2025-12-12 18:23:48 +0000 UTC,3,4,0,0,Michelle Albitz,English,3.9
COM114,"While she may be one of the ""harder"" comm graders, that's really exaggerating. I was not the best at speeches, but I averaged a 90 on them and didn't do much preparation. Lectures can be boring sometimes, but that's not her fault it's the department's fault. She truly cares about the students and gets to know them",2025-12-11 02:40:03 +0000 UTC,2,5,0,0,Michelle Albitz,English,3.9
COM114,thumbs up!,2025-12-04 20:38:25 +0000 UTC,2,5,0,0,Michelle Albitz,English,3.9
COM114,Genuinely cared about performance and improvement in the class. Gave good feedback and was very approachable but does grade a bit harsh. Diffidently approachable and sometimes let us out early.  ,2025-12-04 20:10:02 +0000 UTC,3,5,0,0,Michelle Albitz,English,3.9
COM114,I'm not quite sure what these other reviews are on about but when I had her she was fair and amicable. She cares for her students and wants the best for their academics. I loved this class and it was one of the ones that I always showed up to. Which says something because I don't go to class ever.,2025-08-29 00:14:34 +0000 UTC,2,5,0,0,Michelle Albitz,English,3.9
COM114,This lady had the lowest A rate out of all com 114 professors last semester. All my stem classes had a higher gpa. Horrible person who thinks that her class is the only thing that matters,2025-08-03 17:46:58 +0000 UTC,4,1,0,0,Michelle Albitz,English,3.9
COM114,She told students in class go rate high on rmp for bonus points which is messed up. Terrible professor who made a required gen ed unnecessary stressful. Avoid at all cost ,2025-07-29 13:50:25 +0000 UTC,4,1,0,0,Michelle Albitz,English,3.9
COM114,Worst professor of all time avoid at all costs,2025-06-28 21:43:31 +0000 UTC,5,1,0,0,Michelle Albitz,English,3.9
COM114,"Half of these reviews are fake. She might be approachable, but is by far one of the worst professors you can have if you are taking this class for a good grade. Average GPA  is the lowest for this semester",2025-05-14 02:34:14 +0000 UTC,4,1,0,0,Michelle Albitz,English,3.9
COM114,"Mrs. Albitz was truly a joy. Even with my class taking place at 4:30 pm, including Fridays, I was always excited to go to class. She is a very kind, understanding, and flexible person, and in my opinion, the perfect person to teach this course. ",2025-05-04 13:56:09 +0000 UTC,3,5,0,0,Michelle Albitz,English,3.9
COM114,Professor Albitz is a great instructor.  I looked forward to coming to class. She taught us great communication skills and really cares about her students. I would definitely recommend this lady. I wish she taught other classes too.,2025-05-03 00:21:39 +0000 UTC,2,5,0,0,Michelle Albitz,English,3.9
COM114,"10/10 if you can take com114 with her, do it! She is such a caring, kind and funny lady. She makes you want to come to class! I told her i would write this review because she truly deserve the best! Class is really easy, you're given the final group project at the start of the semester, so if you can, start early and get it out of the way!",2025-05-02 00:44:17 +0000 UTC,1,5,0,0,Michelle Albitz,English,3.9
COM114,"If you go to class and communicate with the professor/ follow her guidelines, this class should be cake! Wish she taught more classes because I like how she sets things up.",2025-03-28 00:27:01 +0000 UTC,2,5,0,0,Michelle Albitz,English,3.9
COM114,"Love this lady. Put the work in and get the grade! Great lectures, easy to communicate with",2025-03-25 22:52:53 +0000 UTC,2,5,0,0,Michelle Albitz,English,3.9
COM114,She responds quickly to emails. She is a fair grader. Class was fun and engaging.,2025-02-03 11:18:35 +0000 UTC,3,4,0,0,Michelle Albitz,English,3.9
COM114,Engaging professor. Interesting material. Tries to apply content every major.,2025-02-03 11:11:49 +0000 UTC,3,4,0,0,Michelle Albitz,English,3.9
COM114,"Docks unreasonable amount of points for small errors, really hard to get a good grade. When the grades get put in, the percentage doesn't actually reflect your grade. Syllabus isn't updated and is point-based instead of percentage based, so it doesn't actually reflect your grade either. She doesn't retain your attention when lecturing in class.",2024-12-11 06:44:27 +0000 UTC,5,2,0,0,Michelle Albitz,English,3.9
ME200,Kircher is a great professor. His presentations are very organized and he posts his recorded lectures from previous years if you prefer watching them at home. Easily one of the best professors I've ever had.,2026-06-26 00:21:21 +0000 UTC,3,5,0,0,Kevin Kircher,Engineering,5.0
ME200,"This prof was fantastic. He made me want to go to class. Everything you need to be successful is in his lectures, just need to practice the topics and concepts through homeworks and the practice problems. If you do not have this professor, find someone who does and request the lecture slides.",2026-02-01 20:44:46 +0000 UTC,5,5,0,0,Kevin Kircher,Engineering,5.0
ME200,"He's overall just a very good ME200 lecturer. His slides are amazing. Puts a lot of material/videos online to help students succeed. Provides good insight into what to study for the exams. Overall seems like a chill dude, who asks how to improve the class and seems to really care about students answers. Would take Thermo with him again.",2024-12-03 18:22:01 +0000 UTC,2,5,0,0,Kevin Kircher,Engineering,5.0
ME200,"Very caring and understanding of his students, dives into more abstract, interesting concepts within thermodynamics rather than just sticking to formulas and derivations. Fair grader.",2023-12-21 20:53:13 +0000 UTC,3,5,0,1,Kevin Kircher,Engineering,5.0
ME200,"To my experience, professor Kircher in ME200 is amazing! Approachable and passionate about teaching, his style focuses on proofs, great for understanding mechanics. This is very beneficial for students who learned by understanding the math and mechanic. Plus, he's easy to talk to, so students are always welcomed to ask question after class.",2023-11-12 20:16:10 +0000 UTC,2,5,0,1,Kevin Kircher,Engineering,5.0
ENGR162,"I mean, the classes (ENGR 161/162) itself are a pain if you come in with no prior calculus/physics/basic robotics experience. Whalen moves fast and doesn't teach the content properly to people who haven't learned it before. The course is designed poorly in that aspect, Whalen himself is chill enough just can't teach.",2026-06-25 02:08:18 +0000 UTC,3,2,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,Bipolar. Seems to really dislike questions. ,2026-04-28 03:11:43 +0000 UTC,4,2,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR162,Whalen was a trash teacher but a funny guy. I swear the grading is black magic though. The best way to get a good grade is to be friends with him because what you score on assignments and exams doesn't really matter. Get prepared for insufferable homework. This class is worse than 161.,2025-07-28 19:36:56 +0000 UTC,4,3,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR16100,"Very disorganized class. Impossible to predict your grade until the end of the semester, there are too many labs and exercises that do not impact the final grade at all. Whalen is an ineffective teacher at best when it comes to physics and other technical subjects of the class",2025-06-19 17:24:33 +0000 UTC,3,2,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,"Prof Whalen is a cool dude. He might be scary and can get angry a little easily, but inside is a cool dude who cares about students and their success. I have screwed up BIG multiple times and he allowed me to make stuff up. The class is hard and has a lot of work, but Whalen teaches pretty well too.",2025-04-30 01:52:12 +0000 UTC,4,4,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,"He explains difficult concepts well and clearly cares about the success of his students. The class itself is terrible, though, and an absolute pain to get through.",2025-04-15 19:04:47 +0000 UTC,4,4,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,"Very good professor, great at explaining difficult concepts. This class is a complete pain, but Dr. Whalen does a good job at teaching it, even if he does move relatively quickly.",2025-03-12 04:25:12 +0000 UTC,4,5,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR195H,"If you put in enough effort the class isn't that difficult, but the main problem is the group work. If you get a group with people that don't put in work then you have so much to stress over. He doesn't get involved unless there are criminal charges and is mildly unsympathetic. He's a good lecturer but still keep in mind the content is difficult.",2025-01-08 20:39:31 +0000 UTC,4,2,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,Whalen is insufferable and so is his class. There is way too much work given.,2024-12-06 15:02:17 +0000 UTC,5,1,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,Bro doesnt GAF and last project is made for you to fail it. Demeaning guy too.,2024-12-06 14:48:47 +0000 UTC,5,1,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,He is a little bit cranky at times but he knows what he is talking about. Its normal to just stop listening if its a 2 hour lecture and go over the slides during a study session later on. If anything all the courses after this one are either the same difficulty or easier. Go to office hours because homework is graded on correctness. ,2024-11-22 19:44:46 +0000 UTC,5,4,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR162,"Dr Whalen does a great job at explaining content, and he is a pretty cool person to talk to. I will note that ENGR162 requires a lot of time for projects and homework, and the tests are no joke. Be prepared to spend a lot of time on this class. Whalen teaches the topics great, but some of the topics covered feel out of place or not very useful. ",2024-05-06 15:18:39 +0000 UTC,4,5,0,1,Timothy Whalen,Civil Engineering,3.4
ENGR162,This class is designed terribly. Whalen does the best with what the course gives.,2024-04-23 21:51:02 +0000 UTC,4,4,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,Dr. Whalen is a bit intimidating but super knowledgeable and gives great feedback.,2024-01-22 17:42:18 +0000 UTC,4,4,0,1,Timothy Whalen,Civil Engineering,3.4
ENGR161,"He is a very good professor. He is knowledgeable when he is talking and answering questions. If you get something wrong he will point it out, not to be mean, but to make sure you grasp a better understanding of the material. If something is late, he his a stick to the syllabus type of teacher and rarely makes exceptions. Tests are difficult.",2023-12-09 21:13:30 +0000 UTC,4,4,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,"Dr. Whalen is by far the most qualified to be teaching this course. He can come off as condescending for sure but if you respect him, then he is more than happy to answer your questions and gives the best explanations to questions. It is very obvious that he truly cares about his students.",2023-12-08 18:16:38 +0000 UTC,4,5,0,1,Timothy Whalen,Civil Engineering,3.4
ENGR161,"ENGR 161 is a tough course, but Dr. Whalen is an excellent instructor for it. Lectures are very clear (but move quickly) and he always is open to answering questions. Regardless of the professor, expect to put a lot of time in   if you haven't taken more advanced engineering/physics classes before. Highly recommend Dr. Whalen for this class. ",2023-12-06 03:02:46 +0000 UTC,4,5,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,"I could rant and complain about how stupid ENGR 161/162 (previously 141/2) is. But as far as Dr. Whalen's instructor role, he is great. By far the best lecturer for the 161/2 team. But for freshman reading, beware this class takes a lot of effort. Big projects take lots of time outside class. The physics portion is like high school. Exams are bad.",2023-04-22 17:12:31 +0000 UTC,4,5,0,1,Timothy Whalen,Civil Engineering,3.4
ENGR161,"He definitely cares a lot and means well, but when he lectures he goes off on these long tangents that are not necessary and if anything confuse the topic further. Lots more lecturing than lab/project work time, and basically all group work is done outside of class. Exams and homework are intense, but the class prepared me so I'd take it again.",2023-04-21 16:54:46 +0000 UTC,5,3,0,1,Timothy Whalen,Civil Engineering,3.4
ENGR161,"Although Dr. Whalen can come across as a little condescending when answering questions in class, he's a good professor for ENGR 161/162. The class is a ton of work and not very well organized, but it's not Dr. Whalen's fault. An A is definitely achievable, but expect to go to office hours a LOT. The TAs for this class will save you!",2023-01-13 18:01:03 +0000 UTC,5,4,0,3,Timothy Whalen,Civil Engineering,3.4
ENGR162,"Dr. Whalen's lectures are quite informative, but he delights in withholding information from students regarding course material and scheduling. Engr 162 is an exceptionally confusing class, and Whalen is no help with this. Grading rubrics are hidden and constantly changing, so ask your grading TA to look over all reports before the deadline. ",2022-09-26 18:13:59 +0000 UTC,5,2,0,1,Timothy Whalen,Civil Engineering,3.4
ENGR162,"ENGR 161/162 are the worst classes I have taken. The teacher is rude and condescending, and the lectures are boring and poorly explained. He absolutely expects you to come in with calc II and physics knowledge. Don't try to ask a question he will not help you instead he will explain why you shouldn't need help.   ",2022-05-04 19:42:08 +0000 UTC,4,1,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR162,"It takes an impressive amount of skill to organize and teach a class as poorly as Dr Whalen did. Assignment descriptions were incorrect and he contradicted himself when asked for clarifications. Don't expect a useful response if you ask question, all I got was ""you should know"" and ""I know the answer but won't tell you"" before he stalked off. ",2022-05-04 01:16:48 +0000 UTC,5,1,1,0,Timothy Whalen,Civil Engineering,3.4
ENGR162,Dr. Whalen is incredibly kind and cares about his students. He gives very detailed lectures that are boring but are often helpful in completing the work.,2022-04-29 22:21:48 +0000 UTC,3,3,0,0,Timothy Whalen,Civil Engineering,3.4
ENGR161,ENGR 161/162 are the most poorly organized classes I have ever taken. Dr. Whalen was rude when answering questions and this class is so poorly taught. ,2022-04-29 19:39:19 +0000 UTC,4,1,0,0,Timothy Whalen,Civil Engineering,3.4
25500,"While she is not the most approachable, Professor Ficht is clearly very intelligent and taught me a lot, even more than 3 credit classes. While she isn't the nicest or most approachable, the class and her grading are clear and fair. The lectures were really engaging, and I really got a lot out of this class. ",2026-06-25 15:44:39 +0000 UTC,4,4,0,0,Linda Ficht,Business,1.3
254,"Feels like she is scolding you every lecture, goes off on lots of tangents about her own law career, content isn't hard but some quiz questions are subjective and grades group projects harshly, avoid",2026-05-10 17:17:53 +0000 UTC,4,1,0,0,Linda Ficht,Business,1.3
254,"Any 5 you see here is an obvious self rank. Begged our class for good course evals to keep her job. If you want to be marked absent for going to class, take this one.",2026-05-05 20:08:08 +0000 UTC,3,1,0,1,Linda Ficht,Business,1.3
25500,Can be very condescending and disrespectful towards students. ,2026-05-01 20:42:41 +0000 UTC,3,1,0,0,Linda Ficht,Business,1.3
254,Attendance is mandatory but the exams are based off of the lectures so if you go and pay attention you will succeed. She cares about the students and the material and will help you if you need it and give helpful feedback.,2025-12-22 21:49:14 +0000 UTC,3,4,8,0,Linda Ficht,Business,1.3
25500,One of my favorite professors I have ever had. She genuinely cares about the class. Tough grader but I feel like the feedback I got on my projects were constructive and helped me learn in the class. I always looked forward to going to her class.,2025-12-19 22:43:50 +0000 UTC,3,5,6,0,Linda Ficht,Business,1.3
25500,"Ficht made me look forward to class. she cares about her students more than any professor I've ever had. provides extensions when needed, takes students out for coffee, and actually cares that we understand the material. I had her for 254 and the class itself was good. the tests were online open note. one assignment a week. take her over anyone. ",2025-12-11 23:00:20 +0000 UTC,3,5,7,1,Linda Ficht,Business,1.3
25500,Can't take criticism,2025-09-25 19:04:38 +0000 UTC,5,1,2,2,Linda Ficht,Business,1.3
